 Wavelength (nm) | Sum        | Al I (2.4e-02) | Al II (4.8e-01) | Al III (3.5e-04) | Ca I (8.5e-03) | Ca II (4.5e-01) | Ca III (4.6e-02) |
     465.6       | 3.628e+5   |                | 3.628e+5        |                  |                |                 | 7.314e-20        |
     465.65      | 4.949e+5   |                | 4.949e+5        |                  |                |                 | 2.464e-20        |
     465.7       | 6.597e+5   |                | 6.597e+5        |                  | 4.492e-10      |                 | 8.111e-21        |
     465.75      | 8.593e+5   |                | 8.593e+5        |                  | 1.612e-9       |                 | 2.608e-21        |
     465.8       | 1.094e+6   |                | 1.094e+6        |                  | 5.655e-9       |                 | 8.195e-22        |
     465.85      | 1.361e+6   |                | 1.361e+6        |                  | 1.939e-8       |                 | 2.515e-22        |
     465.9       | 1.655e+6   |                | 1.655e+6        |                  | 6.500e-8       |                 | 7.543e-23        |
     465.95      | 1.966e+6   |                | 1.966e+6        |                  | 2.129e-7       |                 | 2.210e-23        |
     466.00      | 2.283e+6   |                | 2.283e+6        |                  | 6.819e-7       |                 | 6.326e-24        |
     466.05      | 2.591e+6   |                | 2.591e+6        |                  | 2.135e-6       |                 | 1.769e-24        |
     466.1       | 2.874e+6   |                | 2.874e+6        |                  | 6.532e-6       |                 |                  |
     466.15      | 3.115e+6   |                | 3.115e+6        |                  | 1.954e-5       |                 |                  |
     466.2       | 3.299e+6   |                | 3.299e+6        |                  | 5.712e-5       |                 |                  |
     466.25      | 3.415e+6   |                | 3.415e+6        |                  | 1.632e-4       |                 |                  |
     466.3       | 3.454e+6   |                | 3.454e+6        |                  | 4.559e-4       |                 |                  |
     466.35      | 3.415e+6   |                | 3.415e+6        |                  | 1.245e-3       |                 |                  |
     466.4       | 3.299e+6   |                | 3.299e+6        |                  | 3.323e-3       |                 |                  |
     466.45      | 3.115e+6   |                | 3.115e+6        |                  | 8.669e-3       |                 |                  |
     466.5       | 2.874e+6   |                | 2.874e+6        |                  | 2.211e-2       |                 |                  |
     466.55      | 2.591e+6   |                | 2.591e+6        |                  | 5.510e-2       |                 |                  |
     466.6       | 2.283e+6   |                | 2.283e+6        |                  | 1.343e-1       |                 |                  |
     466.65      | 1.966e+6   |                | 1.966e+6        |                  | 3.198e-1       |                 |                  |
     466.7       | 1.655e+6   |                | 1.655e+6        |                  | 7.445e-1       |                 |                  |
     466.75      | 1.361e+6   |                | 1.361e+6        |                  | 1.694e+0       |                 |                  |
     466.8       | 1.094e+6   |                | 1.094e+6        |                  | 3.768e+0       |                 |                  |
     466.85      | 8.594e+5   |                | 8.593e+5        |                  | 8.194e+0       |                 |                  |
     466.9       | 6.597e+5   |                | 6.597e+5        |                  | 1.741e+1       |                 |                  |
     466.95      | 4.949e+5   |                | 4.949e+5        |                  | 3.618e+1       |                 |                  |
     467.00      | 3.629e+5   |                | 3.628e+5        |                  | 7.346e+1       |                 |                  |
     467.05      | 2.601e+5   |                | 2.599e+5        |                  | 1.458e+2       |                 |                  |
     467.1       | 1.823e+5   |                | 1.820e+5        |                  | 2.829e+2       |                 |                  |
     467.15      | 1.251e+5   |                | 1.245e+5        |                  | 5.366e+2       |                 |                  |
     467.2       | 8.427e+4   |                | 8.328e+4        |                  | 9.948e+2       |                 |                  |
     467.25      | 5.623e+4   |                | 5.442e+4        |                  | 1.803e+3       |                 |                  |
     467.3       | 3.795e+4   |                | 3.476e+4        | 4.714e-18        | 3.193e+3       |                 |                  |
     467.35      | 2.722e+4   |                | 2.169e+4        | 1.671e-17        | 5.528e+3       |                 |                  |
     467.4       | 2.259e+4   |                | 1.323e+4        | 5.792e-17        | 9.356e+3       |                 |                  |
     467.45      | 2.337e+4   |                | 7.887e+3        | 1.963e-16        | 1.548e+4       |                 |                  |
     467.5       | 2.962e+4   |                | 4.594e+3        | 6.502e-16        | 2.503e+4       |                 |                  |
     467.55      | 4.218e+4   |                | 2.616e+3        | 2.106e-15        | 3.956e+4       |                 |                  |
     467.6       | 6.258e+4   |                | 1.455e+3        | 6.668e-15        | 6.112e+4       |                 |                  |
     467.65      | 9.310e+4   |                | 7.912e+2        | 2.064e-14        | 9.231e+4       |                 |                  |
     467.7       | 1.367e+5   |                | 4.204e+2        | 6.248e-14        | 1.363e+5       |                 |                  |
     467.75      | 1.969e+5   |                | 2.183e+2        | 1.849e-13        | 1.966e+5       |                 |                  |
     467.8       | 2.775e+5   |                | 1.108e+2        | 5.349e-13        | 2.774e+5       |                 |                  |
     467.85      | 3.825e+5   |                | 5.493e+1        | 1.513e-12        | 3.824e+5       |                 |                  |
     467.9       | 5.154e+5   |                | 2.662e+1        | 4.184e-12        | 5.153e+5       |                 |                  |
     467.95      | 6.789e+5   |                | 1.261e+1        | 1.131e-11        | 6.789e+5       |                 |                  |
     468.00      | 8.742e+5   |                | 5.836e+0        | 2.990e-11        | 8.742e+5       |                 |                  |
     468.05      | 1.100e+6   |                | 2.640e+0        | 7.727e-11        | 1.100e+6       |                 | 1.150e-23        |
     468.1       | 1.354e+6   |                | 1.167e+0        | 1.952e-10        | 1.354e+6       |                 | 4.076e-23        |
     468.15      | 1.628e+6   |                | 5.042e-1        | 4.822e-10        | 1.628e+6       |                 | 1.412e-22        |
     468.2       | 1.914e+6   |                | 2.128e-1        | 1.165e-9         | 1.914e+6       |                 | 4.782e-22        |
     468.25      | 2.199e+6   |                | 8.782e-2        | 2.750e-9         | 2.199e+6       |                 | 1.584e-21        |
     468.3       | 2.470e+6   |                | 3.541e-2        | 6.347e-9         | 2.470e+6       |                 | 5.127e-21        |
     468.35      | 2.712e+6   |                | 1.395e-2        | 1.432e-8         | 2.712e+6       |                 | 1.623e-20        |
     468.4       | 2.910e+6   |                | 5.373e-3        | 3.161e-8         | 2.910e+6       |                 | 5.023e-20        |
     468.45      | 3.053e+6   |                | 2.022e-3        | 6.818e-8         | 3.053e+6       |                 | 1.520e-19        |
     468.5       | 3.130e+6   |                | 7.437e-4        | 1.438e-7         | 3.130e+6       |                 | 4.496e-19        |
     468.55      | 3.137e+6   |                | 2.673e-4        | 2.965e-7         | 3.137e+6       |                 | 1.301e-18        |
     468.6       | 3.074e+6   |                | 9.388e-5        | 5.977e-7         | 3.074e+6       |                 | 3.678e-18        |
     468.65      | 2.943e+6   |                | 3.223e-5        | 1.178e-6         | 2.943e+6       |                 | 1.017e-17        |
     468.7       | 2.755e+6   |                | 1.081e-5        | 2.270e-6         | 2.755e+6       |                 | 2.749e-17        |
     468.75      | 2.521e+6   |                | 3.544e-6        | 4.277e-6         | 2.521e+6       |                 | 7.265e-17        |
     468.8       | 2.255e+6   |                | 1.135e-6        | 7.877e-6         | 2.255e+6       |                 | 1.877e-16        |
     468.85      | 1.971e+6   |                | 3.555e-7        | 1.418e-5         | 1.971e+6       |                 | 4.743e-16        |
     468.9       | 1.685e+6   |                | 1.088e-7        | 2.497e-5         | 1.685e+6       |                 | 1.172e-15        |
     468.95      | 1.407e+6   |                | 3.253e-8        | 4.298e-5         | 1.407e+6       |                 | 2.829e-15        |
     469.00      | 1.149e+6   |                | 9.506e-9        | 7.233e-5         | 1.149e+6       |                 | 6.680e-15        |
     469.05      | 9.170e+5   |                | 2.715e-9        | 1.190e-4         | 9.170e+5       |                 | 1.542e-14        |
     469.1       | 7.154e+5   |                | 7.576e-10       | 1.914e-4         | 7.154e+5       |                 | 3.481e-14        |
     469.15      | 5.455e+5   |                |                 | 3.010e-4         | 5.455e+5       |                 | 7.681e-14        |
     469.2       | 4.067e+5   |                |                 | 4.629e-4         | 4.067e+5       |                 | 1.657e-13        |
     469.25      | 2.963e+5   |                |                 | 6.957e-4         | 2.963e+5       |                 | 3.496e-13        |
     469.3       | 2.110e+5   |                |                 | 1.022e-3         | 2.110e+5       |                 | 7.209e-13        |
     469.35      | 1.469e+5   |                |                 | 1.469e-3         | 1.469e+5       |                 | 1.454e-12        |
     469.4       | 9.997e+4   |                |                 | 2.064e-3         | 9.997e+4       |                 | 2.866e-12        |
     469.45      | 6.650e+4   |                |                 | 2.834e-3         | 6.650e+4       |                 | 5.523e-12        |
     469.5       | 4.324e+4   |                |                 | 3.806e-3         | 4.324e+4       |                 | 1.041e-11        |
     469.55      | 2.748e+4   |                |                 | 4.996e-3         | 2.748e+4       |                 | 1.918e-11        |
     469.6       | 1.707e+4   |                |                 | 6.412e-3         | 1.707e+4       |                 | 3.455e-11        |
     469.65      | 1.037e+4   |                |                 | 8.046e-3         | 1.037e+4       |                 | 6.084e-11        |
     469.7       | 6.153e+3   |                |                 | 9.870e-3         | 6.153e+3       |                 | 1.048e-10        |
     469.75      | 3.570e+3   |                |                 | 1.184e-2         | 3.570e+3       |                 | 1.764e-10        |
     469.8       | 2.025e+3   |                |                 | 1.388e-2         | 2.025e+3       |                 | 2.903e-10        |
     469.85      | 1.122e+3   |                |                 | 1.592e-2         | 1.122e+3       |                 | 4.673e-10        |
     469.9       | 6.082e+2   |                |                 | 1.784e-2         | 6.082e+2       |                 | 7.352e-10        |
     469.95      | 3.222e+2   |                |                 | 1.955e-2         | 3.222e+2       |                 | 1.131e-9         |
     470.00      | 1.668e+2   |                |                 | 2.094e-2         | 1.668e+2       |                 | 1.701e-9         |
     470.05      | 8.444e+1   |                |                 | 2.194e-2         | 8.441e+1       |                 | 2.502e-9         |
     470.1       | 4.178e+1   |                |                 | 2.246e-2         | 4.176e+1       |                 | 3.598e-9         |
     470.15      | 2.022e+1   |                |                 | 2.249e-2         | 2.019e+1       |                 | 5.058e-9         |
     470.2       | 9.566e+0   |                |                 | 2.202e-2         | 9.544e+0       |                 | 6.953e-9         |
     470.25      | 4.431e+0   |                |                 | 2.107e-2         | 4.410e+0       |                 | 9.345e-9         |
     470.3       | 2.011e+0   |                |                 | 1.971e-2         | 1.991e+0       |                 | 1.228e-8         |
     470.35      | 8.972e-1   |                |                 | 1.803e-2         | 8.791e-1       |                 | 1.579e-8         |
     470.4       | 3.955e-1   |                |                 | 1.613e-2         | 3.793e-1       |                 | 1.984e-8         |
     470.45      | 1.741e-1   |                |                 | 1.410e-2         | 1.600e-1       |                 | 2.439e-8         |
     470.5       | 7.802e-2   |                |                 | 1.205e-2         | 6.597e-2       |                 | 2.933e-8         |
     470.55      | 3.666e-2   |                |                 | 1.007e-2         | 2.659e-2       |                 | 3.451e-8         |
     470.6       | 1.870e-2   |                |                 | 8.231e-3         | 1.047e-2       |                 | 3.974e-8         |
     470.65      | 1.061e-2   |                |                 | 6.575e-3         | 4.033e-3       |                 | 4.481e-8         |
     470.7       | 6.653e-3   |                |                 | 5.136e-3         | 1.518e-3       |                 | 4.948e-8         |
     470.75      | 4.480e-3   |                |                 | 3.921e-3         | 5.584e-4       |                 | 5.357e-8         |
     470.8       | 3.128e-3   |                |                 | 2.927e-3         | 2.008e-4       |                 | 5.692e-8         |
     470.85      | 2.207e-3   |                |                 | 2.137e-3         | 7.059e-5       |                 | 5.941e-8         |
     470.9       | 1.549e-3   |                |                 | 1.525e-3         | 2.426e-5       |                 | 6.105e-8         |
     470.95      | 1.072e-3   |                |                 | 1.064e-3         | 8.147e-6       |                 | 6.188e-8         |
     471.00      | 7.282e-4   |                |                 | 7.255e-4         | 2.675e-6       |                 | 6.206e-8         |
     471.05      | 4.847e-4   |                |                 | 4.838e-4         | 8.583e-7       |                 | 6.176e-8         |
     471.1       | 3.157e-4   |                |                 | 3.154e-4         | 2.692e-7       |                 | 6.122e-8         |
     471.15      | 2.012e-4   |                |                 | 2.010e-4         | 8.256e-8       |                 | 6.067e-8         |
     471.2       | 1.254e-4   |                |                 | 1.253e-4         | 2.474e-8       |                 | 6.030e-8         |
     471.25      | 7.639e-5   |                |                 | 7.632e-5         | 7.249e-9       |                 | 6.023e-8         |
     471.3       | 4.552e-5   |                |                 | 4.546e-5         | 2.076e-9       |                 | 6.051e-8         |
     471.35      | 2.654e-5   |                |                 | 2.647e-5         | 5.811e-10      |                 | 6.111e-8         |
     471.4       | 1.513e-5   |                |                 | 1.507e-5         |                |                 | 6.189e-8         |
     471.45      | 8.453e-6   |                |                 | 8.390e-6         |                |                 | 6.267e-8         |
     471.5       | 4.629e-6   |                |                 | 4.566e-6         |                |                 | 6.322e-8         |
     471.55      | 2.493e-6   |                |                 | 2.429e-6         |                |                 | 6.331e-8         |
     471.6       | 1.326e-6   |                |                 | 1.264e-6         |                |                 | 6.272e-8         |
     471.65      | 7.039e-7   |                |                 | 6.426e-7         |                |                 | 6.131e-8         |
     471.7       | 3.785e-7   |                |                 | 3.195e-7         |                |                 | 5.900e-8         |
     471.75      | 2.111e-7   |                |                 | 1.553e-7         |                |                 | 5.579e-8         |
     471.8       | 1.256e-7   |                |                 | 7.381e-8         |                |                 | 5.178e-8         |
     471.85      | 8.140e-8   |                |                 | 3.430e-8         |                |                 | 4.711e-8         |
     471.9       | 5.757e-8   |                |                 | 1.558e-8         |                |                 | 4.199e-8         |
     471.95      | 4.356e-8   |                |                 | 6.919e-9         |                |                 | 3.664e-8         |
     472.00      | 3.430e-8   |                |                 | 3.004e-9         |                |                 | 3.130e-8         |
     472.05      | 2.744e-8   |                |                 | 1.275e-9         |                |                 | 2.616e-8         |
     472.1       | 2.192e-8   |                |                 | 5.293e-10        |                |                 | 2.139e-8         |
     472.15      | 1.732e-8   |                |                 | 2.148e-10        |                |                 | 1.711e-8         |
     472.2       | 1.347e-8   |                |                 | 8.520e-11        |                |                 | 1.338e-8         |
     472.25      | 1.027e-8   |                |                 | 3.304e-11        |                |                 | 1.024e-8         |
     472.3       | 7.670e-9   |                |                 | 1.253e-11        |                |                 | 7.657e-9         |
     472.35      | 5.607e-9   |                |                 | 4.645e-12        |                |                 | 5.602e-9         |
     472.4       | 4.011e-9   |                |                 | 1.683e-12        |                |                 | 4.009e-9         |
     472.45      | 2.808e-9   |                |                 | 5.965e-13        |                |                 | 2.807e-9         |
     472.5       | 1.926e-9   |                |                 | 2.066e-13        |                |                 | 1.925e-9         |
     472.55      | 1.297e-9   |                |                 | 6.998e-14        |                |                 | 1.297e-9         |
     472.6       | 8.635e-10  |                |                 | 2.317e-14        |                |                 | 8.635e-10        |
     472.65      | 5.766e-10  |                |                 | 7.502e-15        |                |                 | 5.766e-10        |
     472.7       | 3.988e-10  |                |                 | 2.374e-15        |                |                 | 3.988e-10        |
     472.75      | 3.021e-10  |                |                 | 7.347e-16        |                |                 | 3.021e-10        |
     472.8       | 2.676e-10  |                |                 | 2.223e-16        |                |                 | 2.676e-10        |
     472.85      | 2.832e-10  |                |                 | 6.574e-17        |                |                 | 2.832e-10        |
     472.9       | 3.426e-10  |                |                 | 1.901e-17        |                |                 | 3.426e-10        |
     472.95      | 4.434e-10  |                |                 | 5.374e-18        |                |                 | 4.434e-10        |
     473.00      | 5.858e-10  |                |                 |                  |                |                 | 5.858e-10        |
     473.05      | 7.710e-10  |                |                 |                  |                |                 | 7.710e-10        |
     473.1       | 9.999e-10  |                |                 |                  |                |                 | 9.999e-10        |
     473.15      | 1.272e-9   |                |                 |                  |                |                 | 1.272e-9         |
     473.2       | 1.585e-9   |                |                 |                  |                |                 | 1.585e-9         |
     473.25      | 1.932e-9   |                |                 |                  |                |                 | 1.932e-9         |
     473.3       | 2.304e-9   |                |                 |                  |                |                 | 2.304e-9         |
     473.35      | 2.686e-9   |                |                 |                  |                |                 | 2.686e-9         |
     473.4       | 3.064e-9   |                |                 |                  |                |                 | 3.064e-9         |
     473.45      | 3.417e-9   |                |                 |                  |                |                 | 3.417e-9         |
     473.5       | 3.728e-9   |                |                 |                  |                |                 | 3.728e-9         |
     473.55      | 3.976e-9   |                |                 |                  |                |                 | 3.976e-9         |
     473.6       | 4.148e-9   |                |                 |                  |                |                 | 4.148e-9         |
     473.65      | 4.232e-9   |                |                 |                  |                |                 | 4.232e-9         |
     473.7       | 4.223e-9   |                |                 |                  |                |                 | 4.223e-9         |
     473.75      | 4.121e-9   |                |                 |                  |                |                 | 4.121e-9         |
     473.8       | 3.932e-9   |                |                 |                  |                |                 | 3.932e-9         |
     473.85      | 3.670e-9   |                |                 |                  |                |                 | 3.670e-9         |
     473.9       | 3.349e-9   |                |                 |                  |                |                 | 3.349e-9         |
     473.95      | 2.990e-9   |                |                 |                  |                |                 | 2.990e-9         |
     474.00      | 2.610e-9   |                |                 |                  |                |                 | 2.610e-9         |
     474.05      | 2.228e-9   |                |                 |                  |                |                 | 2.228e-9         |
     474.1       | 1.860e-9   |                |                 |                  |                |                 | 1.860e-9         |
     474.15      | 1.518e-9   |                |                 |                  |                |                 | 1.518e-9         |
     474.2       | 1.212e-9   |                |                 |                  |                |                 | 1.212e-9         |
     474.25      | 9.467e-10  |                |                 |                  |                |                 | 9.467e-10        |
     474.3       | 7.229e-10  |                |                 |                  |                |                 | 7.229e-10        |
     474.35      | 5.399e-10  |                |                 |                  |                |                 | 5.399e-10        |
     474.4       | 3.943e-10  |                |                 |                  |                |                 | 3.943e-10        |
     474.45      | 2.816e-10  |                |                 |                  |                |                 | 2.816e-10        |
     474.5       | 1.967e-10  |                |                 |                  |                |                 | 1.967e-10        |
     474.55      | 1.344e-10  |                |                 |                  |                |                 | 1.344e-10        |
     474.6       | 8.978e-11  |                |                 |                  |                |                 | 8.978e-11        |
     474.65      | 5.866e-11  |                |                 |                  |                |                 | 5.866e-11        |
     474.7       | 3.748e-11  |                |                 |                  |                |                 | 3.748e-11        |
     474.75      | 2.342e-11  |                |                 |                  |                |                 | 2.342e-11        |
     474.8       | 1.431e-11  |                |                 |                  |                |                 | 1.431e-11        |
     474.85      | 8.553e-12  |                |                 |                  |                |                 | 8.553e-12        |
     474.9       | 4.999e-12  |                |                 |                  |                |                 | 4.999e-12        |
     474.95      | 2.857e-12  |                |                 |                  |                |                 | 2.857e-12        |
     475.00      | 1.597e-12  |                |                 |                  |                |                 | 1.597e-12        |
     475.05      | 8.730e-13  |                |                 |                  |                |                 | 8.730e-13        |
     475.1       | 4.667e-13  |                |                 |                  |                |                 | 4.667e-13        |
     475.15      | 2.440e-13  |                |                 |                  |                |                 | 2.440e-13        |
     475.2       | 1.248e-13  |                |                 |                  |                |                 | 1.248e-13        |
     475.25      | 6.239e-14  |                |                 |                  |                |                 | 6.239e-14        |
     475.3       | 3.051e-14  |                |                 |                  |                |                 | 3.051e-14        |
     475.35      | 1.459e-14  |                |                 |                  |                |                 | 1.459e-14        |
     475.4       | 6.824e-15  |                |                 |                  |                |                 | 6.824e-15        |
     475.45      | 3.121e-15  |                |                 |                  |                |                 | 3.121e-15        |
     475.5       | 1.396e-15  |                |                 |                  |                |                 | 1.396e-15        |
     475.55      | 6.107e-16  |                |                 |                  |                |                 | 6.107e-16        |
     475.6       | 2.613e-16  |                |                 |                  |                |                 | 2.613e-16        |
     475.65      | 1.093e-16  |                |                 |                  |                |                 | 1.093e-16        |
     475.7       | 4.472e-17  |                |                 |                  |                |                 | 4.472e-17        |
     475.75      | 1.790e-17  |                |                 |                  |                |                 | 1.790e-17        |
     475.8       | 7.003e-18  |                |                 |                  |                |                 | 7.003e-18        |
     475.85      | 2.680e-18  |                |                 |                  |                |                 | 2.680e-18        |
     475.9       | 1.003e-18  |                |                 |                  |                |                 | 1.003e-18        |
     475.95      | 3.671e-19  |                |                 |                  |                |                 | 3.671e-19        |
     476.00      | 1.314e-19  |                |                 |                  |                |                 | 1.314e-19        |
     476.05      | 4.600e-20  |                |                 |                  |                |                 | 4.600e-20        |
     476.1       | 1.575e-20  |                |                 |                  |                |                 | 1.575e-20        |
     476.15      | 5.273e-21  |                |                 |                  |                |                 | 5.273e-21        |
     476.2       | 1.726e-21  |                |                 |                  |                |                 | 1.726e-21        |
     476.25      | 5.528e-22  |                |                 |                  |                |                 | 5.528e-22        |
     476.3       | 1.731e-22  |                |                 |                  |                |                 | 1.731e-22        |
     476.35      | 5.302e-23  |                |                 |                  |                |                 | 5.302e-23        |
     476.4       | 1.588e-23  |                |                 |                  |                |                 | 1.588e-23        |
     476.45      | 4.651e-24  |                |                 |                  |                |                 | 4.651e-24        |
     476.5       | 1.332e-24  |                |                 |                  |                |                 | 1.332e-24        |
     482.26      | 1.615e-24  |                |                 |                  |                |                 | 1.615e-24        |
     482.31      | 5.547e-24  |                |                 |                  |                |                 | 5.547e-24        |
     482.36      | 1.865e-23  |                |                 |                  |                |                 | 1.865e-23        |
     482.41      | 6.141e-23  |                |                 |                  |                |                 | 6.141e-23        |
     482.46      | 1.979e-22  |                |                 |                  |                |                 | 1.979e-22        |
     482.51      | 6.245e-22  |                |                 |                  |                |                 | 6.245e-22        |
     482.56      | 1.929e-21  |                |                 |                  |                |                 | 1.929e-21        |
     482.61      | 5.833e-21  |                |                 |                  |                |                 | 5.833e-21        |
     482.66      | 1.727e-20  |                |                 |                  |                |                 | 1.727e-20        |
     482.71      | 5.005e-20  |                |                 |                  |                |                 | 5.005e-20        |
     482.76      | 1.420e-19  |                |                 |                  |                |                 | 1.420e-19        |
     482.81      | 3.944e-19  |                |                 |                  |                |                 | 3.944e-19        |
     482.86      | 1.073e-18  |                |                 |                  |                |                 | 1.073e-18        |
     482.91      | 2.855e-18  |                |                 |                  |                |                 | 2.855e-18        |
     482.96      | 7.441e-18  |                |                 |                  |                |                 | 7.441e-18        |
     483.01      | 1.899e-17  |                |                 |                  |                |                 | 1.899e-17        |
     483.06      | 4.742e-17  |                |                 |                  |                |                 | 4.742e-17        |
     483.11      | 1.160e-16  |                |                 |                  |                |                 | 1.160e-16        |
     483.16      | 2.776e-16  |                |                 |                  |                |                 | 2.776e-16        |
     483.21      | 6.506e-16  |                |                 |                  |                |                 | 6.506e-16        |
     483.26      | 1.493e-15  |                |                 |                  |                |                 | 1.493e-15        |
     483.31      | 3.353e-15  |                |                 |                  |                |                 | 3.353e-15        |
     483.36      | 7.373e-15  |                |                 |                  |                |                 | 7.373e-15        |
     483.41      | 1.587e-14  |                |                 |                  |                |                 | 1.587e-14        |
     483.46      | 3.345e-14  |                |                 |                  |                |                 | 3.345e-14        |
     483.51      | 6.902e-14  |                |                 |                  |                |                 | 6.902e-14        |
     483.56      | 1.394e-13  |                |                 |                  |                |                 | 1.394e-13        |
     483.61      | 2.757e-13  |                |                 |                  |                |                 | 2.757e-13        |
     483.66      | 5.336e-13  |                |                 |                  |                |                 | 5.336e-13        |
     483.71      | 1.011e-12  |                |                 |                  |                |                 | 1.011e-12        |
     483.76      | 1.876e-12  |                |                 |                  |                |                 | 1.876e-12        |
     483.81      | 3.408e-12  |                |                 |                  |                |                 | 3.408e-12        |
     483.86      | 6.060e-12  |                |                 |                  |                |                 | 6.060e-12        |
     483.91      | 1.055e-11  |                |                 |                  |                |                 | 1.055e-11        |
     483.96      | 1.798e-11  |                |                 |                  |                |                 | 1.798e-11        |
     484.01      | 3.000e-11  |                |                 |                  |                |                 | 3.000e-11        |
     484.06      | 4.900e-11  |                |                 |                  |                |                 | 4.900e-11        |
     484.11      | 7.836e-11  |                |                 |                  |                |                 | 7.836e-11        |
     484.16      | 1.227e-10  |                |                 |                  |                |                 | 1.227e-10        |
     484.21      | 1.880e-10  |                |                 |                  |                |                 | 1.880e-10        |
     484.26      | 2.821e-10  |                |                 |                  |                |                 | 2.821e-10        |
     484.31      | 4.145e-10  |                |                 |                  |                |                 | 4.145e-10        |
     484.36      | 5.962e-10  |                |                 |                  |                |                 | 5.962e-10        |
     484.41      | 8.396e-10  |                |                 |                  |                |                 | 8.396e-10        |
     484.46      | 1.158e-9   |                |                 |                  |                |                 | 1.158e-9         |
     484.51      | 1.563e-9   |                |                 |                  |                |                 | 1.563e-9         |
     484.56      | 2.067e-9   |                |                 |                  |                |                 | 2.067e-9         |
     484.61      | 2.677e-9   |                |                 |                  |                |                 | 2.677e-9         |
     484.66      | 3.395e-9   |                |                 |                  |                |                 | 3.395e-9         |
     484.71      | 4.219e-9   |                |                 |                  |                |                 | 4.219e-9         |
     484.76      | 5.137e-9   |                |                 |                  |                |                 | 5.137e-9         |
     484.81      | 6.132e-9   |                |                 |                  |                |                 | 6.132e-9         |
     484.86      | 8.914e-9   |                |                 |                  | 1.735e-9       |                 | 7.179e-9         |
     484.91      | 1.418e-8   |                |                 |                  | 5.932e-9       |                 | 8.247e-9         |
     484.96      | 2.916e-8   |                |                 |                  | 1.986e-8       |                 | 9.304e-9         |
     485.01      | 7.540e-8   |                |                 |                  | 6.508e-8       |                 | 1.032e-8         |
     485.06      | 2.202e-7   |                |                 |                  | 2.089e-7       |                 | 1.127e-8         |
     485.11      | 6.687e-7   |                |                 |                  | 6.565e-7       |                 | 1.213e-8         |
     485.16      | 2.033e-6   |                |                 |                  | 2.020e-6       |                 | 1.291e-8         |
     485.21      | 6.102e-6   |                |                 |                  | 6.089e-6       |                 | 1.361e-8         |
     485.26      | 1.798e-5   |                |                 |                  | 1.797e-5       |                 | 1.424e-8         |
     485.31      | 5.193e-5   |                |                 |                  | 5.192e-5       |                 | 1.485e-8         |
     485.36      | 1.469e-4   |                |                 |                  | 1.469e-4       |                 | 1.546e-8         |
     485.41      | 4.070e-4   |                |                 |                  | 4.070e-4       |                 | 1.611e-8         |
     485.46      | 1.104e-3   |                |                 |                  | 1.104e-3       |                 | 1.683e-8         |
     485.51      | 2.933e-3   |                |                 |                  | 2.933e-3       |                 | 1.763e-8         |
     485.56      | 7.631e-3   |                |                 |                  | 7.631e-3       |                 | 1.850e-8         |
     485.61      | 1.944e-2   |                |                 |                  | 1.944e-2       |                 | 1.941e-8         |
     485.66      | 4.849e-2   |                |                 |                  | 4.849e-2       |                 | 2.032e-8         |
     485.71      | 1.184e-1   |                |                 |                  | 1.184e-1       |                 | 2.117e-8         |
     485.76      | 2.832e-1   |                |                 |                  | 2.832e-1       |                 | 2.188e-8         |
     485.81      | 6.633e-1   |                |                 |                  | 6.633e-1       |                 | 2.238e-8         |
     485.86      | 1.521e+0   |                |                 |                  | 1.521e+0       |                 | 2.260e-8         |
     485.91      | 3.416e+0   |                |                 |                  | 3.416e+0       |                 | 2.249e-8         |
     485.96      | 7.511e+0   |                |                 |                  | 7.511e+0       |                 | 2.202e-8         |
     486.01      | 1.617e+1   |                |                 |                  | 1.617e+1       |                 | 2.119e-8         |
     486.06      | 3.410e+1   |                |                 |                  | 3.410e+1       |                 | 2.002e-8         |
     486.11      | 7.039e+1   |                |                 |                  | 7.039e+1       |                 | 1.856e-8         |
     486.16      | 1.423e+2   |                |                 |                  | 1.423e+2       |                 | 1.687e-8         |
     486.21      | 2.817e+2   |                |                 |                  | 2.817e+2       |                 | 1.503e-8         |
     486.26      | 5.461e+2   |                |                 |                  | 5.461e+2       |                 | 1.312e-8         |
     486.31      | 1.037e+3   |                |                 |                  | 1.037e+3       |                 | 1.122e-8         |
     486.36      | 1.927e+3   |                |                 |                  | 1.927e+3       |                 | 9.401e-9         |
     486.41      | 3.506e+3   |                |                 |                  | 3.506e+3       |                 | 7.713e-9         |
     486.46      | 6.249e+3   |                |                 |                  | 6.249e+3       |                 | 6.197e-9         |
     486.51      | 1.090e+4   |                |                 |                  | 1.090e+4       |                 | 4.876e-9         |
     486.56      | 1.863e+4   |                |                 |                  | 1.863e+4       |                 | 3.756e-9         |
     486.61      | 3.118e+4   |                |                 |                  | 3.118e+4       |                 | 2.834e-9         |
     486.66      | 5.109e+4   |                |                 |                  | 5.109e+4       |                 | 2.093e-9         |
     486.71      | 8.197e+4   |                |                 |                  | 8.197e+4       |                 | 1.513e-9         |
     486.76      | 1.288e+5   |                |                 |                  | 1.288e+5       |                 | 1.072e-9         |
     486.81      | 1.981e+5   |                |                 |                  | 1.981e+5       |                 | 7.428e-10        |
     486.86      | 2.984e+5   |                |                 |                  | 2.984e+5       |                 | 5.041e-10        |
     486.91      | 4.402e+5   |                |                 |                  | 4.402e+5       |                 | 3.350e-10        |
     486.96      | 6.359e+5   |                |                 |                  | 6.359e+5       |                 | 2.179e-10        |
